time,amplitude
4.74,0.09963303873813395
4.76,0.10375678886491063
4.78,0.10846919514027116
4.8,0.11328411023789194
4.82,0.11804481463594688
4.84,0.12292429246008611
4.86,0.1279350002977912
4.88,0.13647968340294045
4.9,0.1577498720943299
4.92,0.20012957698912673
4.94,0.2701710733994785
4.96,0.3503131913810453
4.98,0.39727542544285843
5.0,0.3785001119588104
5.02,0.3102973470057506
5.04,0.23581478150613355
5.06,0.18894214007967353
5.08,0.16689127073565682
5.1,0.11215921114682906
5.12,0.02969884482315603
5.14,0.4593721379648454
5.16,1.1596149306824544
5.18,0.5336646849283477
5.2,-0.03974151114140763
5.22,0.08086832801708763
5.24,0.1885881358504111
5.26,0.20917416906620037
5.28,0.23220523086118633
5.3,0.26931882588850947
5.32,0.32441381222353194
5.34,0.39821768042297395
5.36,0.4779601744386294
5.38,0.5454333664271604
5.4,0.585428366356107
5.42,0.5857215633418585
5.44,0.5405105735445679
5.46,0.46764551037297714
5.48,0.3874260426311872
5.5,0.31469277704167786
5.52,0.2588215215340007
5.54,0.22347089580054763
5.56,0.20484600129691533
5.58,0.19698617802879168
5.6,0.1952792030521694
5.62,0.19650744736674455
5.64,0.19884787591591535
5.66,0.20169495098381413
5.68,0.20450685280550523
5.7,0.20711173471172362
5.72,0.21003928620147294
5.74,0.21448803702913832
5.76,0.2248731388621788
5.78,0.25181127803773
5.8,0.3057355193664539
5.82,0.3833970800183119
5.84,0.4478089484737279
5.86,0.45943503737435804
5.88,0.40494233268036717
5.9,0.3265783732828744
5.92,0.2617576939895078
5.94,0.2273342879547127
5.96,0.1958582188472055
5.98,0.08988581140422935
6.0,0.22407079602001806
6.02,1.0082107073484476
6.04,0.9255493590843064
6.06,0.11157808764652749
6.08,0.0613788371307765
6.1,0.2135010491440968
6.12,0.24056830633406687
6.14,0.2576426210658943
6.16,0.28822560477691916
6.18,0.3370124468568567
6.2,0.40425267632025363
6.22,0.48072231250079667
6.24,0.5504738252116318
6.26,0.593128860705262
6.28,0.5934815595911532
6.3,0.5504370544261169
6.32,0.47573531982969347
6.34,0.3910809157051331
6.36,0.3149331078813147
6.38,0.25808020504694845
6.4,0.22210802010655023
6.42,0.2023936473598519
6.44,0.19312251726908736
6.46,0.1895082447309841
6.48,0.18849918291692147
6.5,0.18872047252462887
6.52,0.18934190917632476
6.54,0.18989180946915074
6.56,0.19054777871866382
6.58,0.19217218673184083
6.6,0.19626669817086184
6.62,0.2107700926865396
6.64,0.24793876512487104
6.66,0.31440950776025256
6.68,0.39117916273993414
6.7,0.4281821044136974
6.72,0.39984847976978716
6.74,0.32259506538817967
6.76,0.24754823433439038
6.78,0.20253900427977978
6.8,0.17248330651515986
6.82,0.08654699281887418
6.84,0.0776754499326493
6.86,0.7770516219723744
6.88,1.0290318901717568
6.9,0.16898964128220512
6.92,-0.032147454411027405
6.94,0.13686815430115196
6.96,0.17866771415946986
6.98,0.1930839806131594
7.0,0.22055860199261104
7.02,0.2655355473026657
7.04,0.3294819590373204
7.06,0.4068476752034354
7.08,0.47875002554030205
7.1,0.526887380172072
7.12,0.536372543699666
7.14,0.49888364084373715
7.16,0.42913769900393495
7.18,0.3467281990509791
7.2,0.2683169333901597
7.22,0.20743729883987985
7.24,0.1682147990398854
7.26,0.14575115745406497
7.28,0.13496598373508625
7.3,0.13112393613705958
7.32,0.13021315702596103
7.34,0.13067064123617464
7.36,0.1317738831927706
7.38,0.13311227957209532
7.4,0.1346353676524311
7.42,0.13679569674478106
7.44,0.1411636886585324
7.46,0.15374149264537104
7.48,0.18634719118681084
7.5,0.24857032362059314
7.52,0.32649865407620227
7.54,0.37672240879855207
7.56,0.3606166058689536
7.58,0.2896389731821068
7.6,0.2125257802147774
7.62,0.1632249294327695
7.64,0.13801707665089297
7.66,0.0672733429529541
7.68,0.021684287908823523
7.7,0.5926701944827333
7.72,1.0504492928226632
7.74,0.2336967759248787
7.76,-0.12014916785401555
7.78,0.049111903448718824
7.8,0.11747097113256617
7.82,0.13440898973647075
7.84,0.15987740604399275
7.86,0.2014249025474745
7.88,0.26194953003656546
7.9,0.3375494409204435
7.92,0.4167696802974287
7.94,0.47842803056741867
7.96,0.5059325155789233
7.98,0.4899628944555558
8.0,0.43312402174057707
8.02,0.3561523703847545
8.04,0.2775673766457307
8.06,0.21080790856157686
8.08,0.16417683081046636
8.1,0.13769810651152986
8.12,0.12517532865362016
8.14,0.121268302794076
8.16,0.12193671945141794
8.18,0.12445647168493579
8.2,0.12741377239242477
8.22,0.130724609953962
8.24,0.13451801347249306
8.26,0.1376745435675597
8.28,0.1412269617422133
8.3,0.14883382382824834
8.32,0.1666306988578885
8.34,0.20842224377635887
8.36,0.27957711340218006
8.38,0.35821820617407657
8.4,0.3988943629369969
8.42,0.372486981124068
8.44,0.2994040144526783
8.46,0.2272690384179942
8.48,0.18666856193170908
8.5,0.15554029493698043
8.52,0.08411765909063304
8.54,0.05575529847942831
8.56,0.6631052438911056
8.58,1.108102373712265
8.6,0.2869324247746794
8.62,-0.06902152316422004
8.64,0.1037722110628779
8.66,0.17405298492362514
8.68,0.192197302986275
8.7,0.21898367679565822
8.72,0.26135434917007666
8.74,0.32211997148143484
8.76,0.3994663721471025
8.78,0.4786101872581905
8.8,0.5414036130015516
8.82,0.572554790692336
8.84,0.559747789382964
8.86,0.5062067097640572
8.88,0.4311997265819319
8.9,0.35200492054158
8.92,0.2829286870411604
8.94,0.23430442247425295
8.96,0.2054582112238079
8.98,0.19113755555913878
9.0,0.1865333823042017
9.02,0.1873364839472611
9.04,0.19022519771510488
9.06,0.19403644218432198
9.08,0.19814743354665676
9.1,0.202249409161017
9.12,0.20636382039353116
9.14,0.2110293685702108
9.16,0.2178873824504079
9.18,0.23338313671004826
9.2,0.2690512580800232
9.22,0.3335690563787137
9.24,0.41340268047229606
9.26,0.466031465910907
9.28,0.45512110830702596
9.3,0.388020304537082
9.32,0.3102941195778834
9.34,0.2580658047657525
9.36,0.2325766238611939
9.38,0.17974641942845482
9.4,0.08798179586911918
9.42,0.48238724971979097
9.44,1.2000252920242638
9.46,0.6053963713088059
9.48,0.014357329455806127
9.5,0.12697742968350328
9.52,0.2334599516831472
9.54,0.2524133516767741
9.56,0.2740932190237201
9.58,0.31051000880942115
9.6,0.36532208944557104
9.62,0.4386846060159859
9.64,0.5171259577084627
9.66,0.5822591239322797
9.68,0.6185191369960721
9.7,0.6129712318068665
9.72,0.5617281941528113
9.74,0.48582545983364367
9.76,0.4054126954413533
9.78,0.33460941614898526
9.8,0.28150431454325736
9.82,0.24819912915060663
9.84,0.23077412584210863
9.86,0.22328438810269557
9.88,0.22119887522071874
9.9,0.2215177662761681
9.92,0.22276489102289712
9.94,0.2243711213215969
9.96,0.2258369408833159
9.98,0.22722052516714095
